7b8f14aa4de8	structural		Typesetting macro (\\frenchspacing) at the start of the document body; no mathematical content, mirrors the existing \\draftnotice entry (cff73e6439ba).
3393c0cf411c	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNotEveryCountableGroupIsMF	from the printed \\leanverified badge
fd0d980f0cdb	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNotEveryCountableGroupIsMF	from the printed \\leanverified badge
e82d3011b6cb	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNotEveryCountableGroupIsMF	from the printed \\leanverified badge
8e6f029a8fbc	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNotEveryCountableGroupIsMF	from the printed \\leanverified badge
cff73e6439ba	structural		the \\draftnotice banner macro; no mathematical content
88e8012cb87e	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptIntroductionMFDefinition	now a genuine unconditional two-sided equivalence with IsCDEOperatorMF in the fully literal printed form, including V_n(1)=1: forward direction is new (exists_literalMFModel_of_isCDEOperatorMF, normalizing a WeakMFApproximation by left-multiplying each coordinate by the conjugate transpose of its value at 1 -- fixes V_n(1)=1 exactly, preserves separation exactly, at most doubles the multiplicative defect); backward direction reuses PrintedModelSeparationConverse.isCDEOperatorMF_of_limsup_separating_unitary_models unchanged (it needs no V_n(1)=1 hypothesis) [census-triage override: lane reported 'proved' but flagged its own row UNCERTAIN (V_n(1)=1 clause untracked; separation clause is a different predicate than the printed limsup>0 at h=1) -- graded partial pending confirmation.] [supersedes p1_map_additions.tsv: Opening binder of the Introduction's displayed MF definition (positive integers d_n, maps V_n with V_n(1)=1); same displayed definition as the already-mapped fragment 32ec7074abca, reuses its decls rather than commissioning a new alias.]
6201111b83a0	definition	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNormalizedMFModelSeparation	Sentence-census fragment joining the exact normalization, multiplicative-defect, and limsup-separation clauses of the displayed MF definition.
b1b04e376fe7	attribution		Fixes the operator-norm convention and credits Korchagin (Propositions 2 and 7) for the equivalent full-sequence separation with a uniform constant; asserts nothing proved here. Re-keyed 2026-09-07: "The separation" replaced by "For countable G, the second condition", tying the sentence explicitly to the countability hypothesis; attribution row, asserts nothing of its own either way, claim unchanged.
837b7cffa562	formalized	GroupApproximation.IsStronglyOperatorMF GroupApproximation.leftRegularNorm GroupApproximation.IsStronglyOperatorMF.isOperatorMF GroupApproximation.not_isStronglyOperatorMF_of_not_isOperatorMF	The clause after 'so' is an assertion, and it now has a carrier. IsStronglyOperatorMF is the strong-convergence convention of [GaoEtAl, Schafhauser] -- the present notion together with the extra requirement that the models reproduce the norms of the left regular representation, which leftRegularNorm computes inside the reduced group C-star algebra. IsStronglyOperatorMF.isOperatorMF is the implication, a projection because 'also requires' is what the sentence says, and not_isStronglyOperatorMF_of_not_isOperatorMF is the contrapositive, which is the sentence as printed. UPGRADED 2026-08-30: this row read `structural`, which says the sentence asserts nothing; it does assert, and nothing in the tree defined the other convention until now. The same sentence is printed in both papers and both rows now cite the same theorems.
8d0b87a46a51	definition	GroupApproximation.IsCDEOperatorMF GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence11_MFDefinition	The equivalent corona-embedding formulation is the literal CDE operator-MF definition
be1769283b2f	definition		Fixes notation: bounded products and the norm-null ideal; asserts nothing.
d31180a98ce2	definition	GroupApproximation.Manuscript.OneSidedMFRadical.CoronaHomomorphism	Type-valued abbrev naming the printed term "corona homomorphism"; no proof obligation (not Prop-valued)
ad33e493e32f	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptIntroductionSeparableCStarAlgebraIsMFDef	Iff.rfl unfolding of Analysis.MFAlgebra.IsMFAlgebra, unconditional. Carried 2026-08-29 from the pre-rewrite key 948ff8aea156; the manuscript's sentence-splitting sweep re-keyed it and the named declarations were re-read against the new wording. The old row's second clause (C*_r(G) separable and stably finite) is no longer printed here; it survives at prop:defect as c4b580998f42.
5c93c70edc4c	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNotEveryCountableGroupIsMF	The existence of a countable non-MF group is the assertion.
0f8b4d96c68f	structural		Introduces the next displayed choice of example; its mathematical properties are assigned separately.
651e122a919e	definition		Names V (the ascending HNN extension), X (the coset space V/Gamma), and Cl(X) (generated by involutions c_x and central involution epsilon with [c_x,c_y]=epsilon); asserts nothing beyond the naming.
9930600167a4	formalized	GroupApproximation.CliffordWitnessDirectDefect.manuscriptMapSignEqOneOfIsOperatorMFTarget	"Every homomorphism from W to an MF group kills epsilon" is exactly PrintedMapSignEqOneOfIsOperatorMFTarget's conclusion f(signAmbient)=1 for every homomorphism f to an operator-MF target M, proved for the general ascending-HNN Clifford construction (Sofic/CliffordWitnessDirectDefect.lean); this is the same declaration already badged under prop:clifford-self-embedding, applied here at the concrete Gamma=Z^3 rtimes SL_3(Z), alpha=(v,A)->(2v,A) instance the surrounding prose establishes satisfies the hypotheses.
23e47f0da468	structural		Bare lead-in to the display naming the paper's own counterexample H; asserts nothing independently.
8766dc520cfb	partial	GroupApproximation.BinaryLeavitt.elementaryGroup_eq_top	The unit group of the binary Leavitt algebra... GL_n(R)=EL_n(R) for every n>=2 (R=L_F2(1,2)): the GL_n=EL_n clause is proved for every n>=2, hypothesis-free (BinaryLeavitt.elementaryGroup_eq_top, via LeavittFamily.elementaryGroup_eq_top_of_rankTwo transporting the n=2 case). The H is simple / every hom to MF group trivial clauses and the H=Aut(R_R)=~GL_n(R) identification for general n are not independently verified here (UnitGroupHeadline.lean carries them for the specific n=4 instance used later in The binary example section, but this Introduction sentence asserts them for general n as a foreshadowing summary). New row (2026-09-07).
374637bc6ac7	attribution		Credits OpenAI with using this group to construct the first nonsofic group.
ec81a8c16b64	definition		Standard group commutator convention [g,h]=ghg^-1h^-1, Mathlib commutatorElement notation. New row (2026-09-07).
f355d5f61dd8	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptOneSidedCompressionCriterion	Introduction summary of the same mechanism (property-(T) subgroup conjugated into a proper subgroup of itself, an element commuting with it whose conjugate does not). New row (2026-09-07).
b671ae1aab2b	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.c_commutes_corner GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.tau_compresses_corner GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.tau_c_commutator_ell	The rank-twelve configuration is the sentence's promised non-implication: c centralizes L and tau compresses L, but the commutator of tau*c*tau^-1 with ell in L is the nontrivial defect. Conjugating the first commutation relation gives commutation with tau*L*tau^-1.
56d73653208a	definition	GroupApproximation.Manuscript.OneSidedMFRadical.printedDefect GroupApproximation.Manuscript.OneSidedMFRadical.printedDefectSet GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence40_printedDefect_display	The displayed normal closure is rfl-equal to printedDefect; compressors are quantified individually as printed, not through the subgroup they generate. Carried 2026-08-29 from the pre-rewrite key 0fbf688efc60; the manuscript's sentence-splitting sweep re-keyed it and the named declarations were re-read against the new wording. Its first clause is now a separate sentence (the centralizer observation), which has no carrier and is unassigned.
51077cfd1fa7	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptPrintedDefectFunctorial	The functoriality justification: compressors, centralizing elements, and commutators of L map to those of f(L), and conjugates map to conjugates. manuscriptPrintedDefectFunctorial (via DefectSaturation.map_printedDefect_le) proves this clause for clause: map_mem_printedCompressionSet for compressors, Commute.map for centralizing elements, map_commutatorElement for commutators, Subgroup.normalClosure_le_normal for conjugates map to conjugates. New row (2026-09-07).
9bab404c96c5	structural		Example of a compressor, immediate from the definition of Comp_G(L); not used in any proof. Carried 2026-08-29 from the pre-rewrite key 742c846c31ee; the manuscript's sentence-splitting sweep re-keyed it and the named declarations were re-read against the new wording.
91310d39561c	definition	GroupApproximation.elementaryUnit GroupApproximation.elementaryGroup GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence54_elementaryRoot_and_elementaryGroup	elementaryUnit has value 1 + single i j a, and elementaryGroup is the subgroup closure of those units
6b5d4b5c3081	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_compressorMatrix GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_intertwine GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_defectIsEverything	Introduction roadmap: a pair s,t in R with ts=1 gives a compressor u in EL_4(R) conjugating EL_3(R) by e_ij(a)->e_ij(sat); if 1-st generates R as an ideal, one commutator normally generates all of EL_4(R). The mechanism worked out concretely for the ring C by FullDefectRingSentences' compressorMatrix (the u construction), intertwine (e_ij(a)->e_ij(sat)), and defectIsEverything (the commutator normally generates). printed-route's analytic carriers table, landed 62a88a3d4/74b6532cd (Lean) / f1529383f (report), assigned 2026-09-07.
fa08e9082236	definition	GroupApproximation.Manuscript.OneSidedMFRadical.UnitGroupHeadline.manuscriptUnitGroupHeadline	thm:headline setup: names R=L_F2(1,2) and H=R^x, its unit group. Names objects manuscriptUnitGroupHeadline's statement quantifies over (Rx); asserts nothing beyond the naming.
30125ec98db7	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.UnitGroupHeadline.manuscriptUnitGroupHeadline	thm:headline's whole conclusion, as printed, including the isomorphism H cong EL_4(R). manuscriptUnitGroupHeadline : PrintedUnitGroupHeadline is closed, hypothesis-free, and #audit_closed_axioms-audited (Manuscript/OneSidedMFRadical/UnitGroupHeadline.lean); it transports every clause of manuscriptPrintedHeadlineRankFour across the isomorphism Rx =~ H = EL_4(R) and adds the isomorphism itself as its first conjunct. Supersedes the 2026-09-07 partial row this sentence had before the isomorphism clause got its own carrier.
