2ff180315a15	definition	GroupApproximation.Manuscript.OneSidedMFRadical.RankFourEndpoint.R GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.BinaryExampleUnitGroup	R and H:=R^x named; R is RankFourEndpoint.R, H is the abbrev BinaryExampleUnitGroup := R^x
98115b8e2580	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_leavittModuleEquivProd GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_unitsEquivGLFourEqELFour	replaces the prior blanket citation to UnitGroupHeadline.manuscriptUnitGroupHeadline with a literal carrier: the R=R+R module iso via (t0x,t1x)/(s0y+s1z), and H=GL4(R)=EL4(R)
cbb223c4d600	structural	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_weIdentifyHWithELFour	We identify H with EL4(R); unitsEquivHeadline realizes the identification
a71f65809e0b	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_relationsGiveTrivialHomomorphisms GroupApproximation.Manuscript.NonMFSentences.HeadlineCitationSentences.manuscriptSentence_finitelyGeneratedGivesPropertyT GroupApproximation.Manuscript.NonMFSentences.HeadlineCitationSentences.headlineGroup_finitelyGenerated_via_propertyT	splits the prior blanket UnitGroupHeadline citation into three literal sentence carriers: relations+hypothesis+trivial-hom (this lane); R f.g.+property T and hence FG via the PRINTED route (EJZ then BHV coset-l^2 argument, fg_of_hasKazhdanPropertyT) -- both landed by lane o-preusser in HeadlineCitationSentences.lean, cited here rather than duplicated
e47b80780566	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_e12OneForcesNontrivial	dedicated e_{12}(1)!=1 witness via elementaryRoot_eq_one_iff, replacing blanket citation
2a57c4750c2a	structural	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_letNBeNormalSubgroup	setup sentence
2bf4b5aca1b4	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_purelyInfiniteExchangePreusserSandwich	UPGRADE from prior rank-TWELVE citation (sentence_53445fb2a2b7 etc, stale after rank12->rank4 rewrite): now proved at rank FOUR for R itself, all three clauses literal and unconditional (see module docstring); this sentence was flagged EXCLUDED for lane o-preusser in the original task but the repo already proves it -- see report to main
e4440282ed35	definition	GroupApproximation.relativeElementary GroupApproximation.congruenceSubgroup	unchanged, already correct and rank-generic
7a20735318a1	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_simpleGivesTrichotomy GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_idealTopGivesNEqTop	literal I=bot-or-top trichotomy plus the I=top branch (N=H), at rank four
9085fad2968e	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_fixGInN GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_idealZeroGivesCentral GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_commutingSingleForcesScalar GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_commutingGeneralForcesCentral	I=0 branch (N<=Z(GL4)), fix g in N, commuting with e_ij(1) forces g=lambda*I4, commuting with e_ij(a) forces lambda central; ported from rank-twelve precedent to rank four
d38df1795c78	partial	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_centerEqF2GivesGEqOne	UPGRADE from prior rank-TWELVE citation (stale): Z(R)=F2 is now literally BinaryLeavitt.center_eq_bot (Corollary 4.3, unconditional) and the g=1 consequence is proved at rank four via BinaryLeavitt.central_units_trivial; kept status partial only because this sentence was explicitly flagged EXCLUDED/o-preusser in the task, see report to main recommending upgrade to formalized
bfd4d3ceba5a	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_thusNTrivial GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_HIsSimple GroupApproximation.PreusserAssembly.isSimpleGroup_elementaryGroup_binaryLeavitt_via_preusser GroupApproximation.Manuscript.OneSidedMFRadical.RankFourEndpoint.manuscriptPropositionSimple	N=1 (from the g=1 route) plus "So H is simple"; two independent unconditional proofs coexist -- the direct root-detection route (RankFourSimplicity.manuscriptPropositionSimple, cited by manuscriptSentence_HIsSimple) and the LITERAL printed Preusser-sandwich route (PreusserAssembly.isSimpleGroup_elementaryGroup_binaryLeavitt_via_preusser, every rank n>=3, per o-preusser); previously unassigned
8ed259b70c4a	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_HNontrivialAndNotMF	previously unassigned; H nontrivial, every hom to MF group trivial, H not MF, all at rank four
ecb74cabf11a	formalized	GroupApproximation.Manuscript.NonMFSentences.BinaryExampleSentences.manuscriptSentence_reducedAndMaximalCStarClauses	refines prior blanket UnitGroupHeadline citation with the rank-four-native declarations (ReducedCStarConsequenceRankFour, MaximalCStarNotFiniteRankFour)
a621da4b1382	structural		"All rings...unital and associative": blanket convention statement, no mathematical content, no decl
c0fe92a1903d	definition	GroupApproximation.MFQuotientUnits.IsEquivalentIdempotent GroupApproximation.MFQuotientUnits.IsInfiniteIdempotent GroupApproximation.MFQuotientUnits.IsPurelyInfiniteSimpleRing	CORRECTION: prior row cited IsPurelyInfiniteSimpleUnitalRing, a DIFFERENT (sandwich-form) predicate per that file's own docstring, not the three AGP idempotent-form definitions this sentence actually states; retarget to the literal carriers in Algebra/PurelyInfiniteSimpleRing.lean
4fb6ccd3e134	formalized	GroupApproximation.AryLeavitt.isPurelyInfiniteSimpleRing	UPGRADE from partial: general theorem for every field k and every d>=2, literal AGP idempotent form, no AGP input used in its own proof; specializes to L_k(1,2) at d=2 (bridge to the concrete BinaryLeavittAlgebra type not needed for this general-form sentence)
8fdc908a49c7	definition	GroupApproximation.ClassicalGLColim GroupApproximation.elementaryColim GroupApproximation.StableWhitehead.elementaryColim_normal GroupApproximation.AlgebraicK.AlgebraicKOne	previously unassigned; GL(R),EL(R) direct limits, EL(R) normal in GL(R) (instance, from the actual Whitehead factorization commutator_le_elementaryColim), K1(R):=GL(R)/EL(R)
1f5ca4f92217	definition	GroupApproximation.AlgebraicK.kappa	previously unassigned; the canonical map kappa : R^x -> K1(R)
