lem:stable-finite@LINE:418-425	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNormMatrixCoronaStableFinite	lem:stable-finite statement (already badge-verified whole lemma), current tex label line 418
fc6ea69c0036	definition	GroupApproximation.Manuscript.OneSidedMFRadical.stableFiniteCorona	lem:stable-finite proof sentence, "Write A for the displayed corona"; reused verbatim from StableFinitenessSentences.lean (already-landed)
8461ba613634	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_8461ba613634	lem:stable-finite proof sentence, "Suppose v*v=1 in A, (x_n) bounded lift of v"; reused from StableFinitenessSentences.lean
0ac3ff393cfe	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_0ac3ff393cfe	lem:stable-finite proof sentence, "then ||x_n*x_n-1||->0"; reused from StableFinitenessSentences.lean
fc7ae023c534	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_fc7ae023c534	lem:stable-finite proof sentence, "for all sufficiently large n, x_n*x_n is invertible"; reused from StableFinitenessSentences.lean
974e2b57e3ef	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_974e2b57e3ef	lem:stable-finite proof sentence, "u_n=x_n(x_n*x_n)^{-1/2} is unitary"; reused from StableFinitenessSentences.lean
ee3d6cbf975d	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_ee3d6cbf975d	lem:stable-finite proof sentence, "||u_n-x_n||->0; (u_n) is a unitary lift of v"; reused from StableFinitenessSentences.lean
b21cf7f0f627	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_b21cf7f0f627	lem:stable-finite proof sentence, "So vv*=1, and A is finite"; reused from StableFinitenessSentences.lean
993df6a79c44	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_993df6a79c44	lem:stable-finite proof sentence, "for every k>=1, apply construction with matrix sizes km_n"; reused from StableFinitenessSentences.lean
36cd63cf2803	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_36cd63cf2803_isomorphism GroupApproximation.Manuscript.OneSidedMFRadical.sentence_36cd63cf2803_stablyFinite	lem:stable-finite proof sentence, "this corona is canonically isomorphic to M_k(A), so A is stably finite"; reused from StableFinitenessSentences.lean
9b9e5b396d6f	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_9b9e5b396d6f	lem:stable-finite proof sentence, "let p<=q be equivalent projections in a stably finite algebra B, choose partial isometry w"; reused from StableFinitenessSentences.lean
70c4de929477	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_70c4de929477	lem:stable-finite proof sentence, "w in qBq is an isometry in the finite corner qBq, so p=ww*=q"; reused from StableFinitenessSentences.lean
kazhdan-projection-def@LINE:441-444	definition	GroupApproximation.Analysis.MaximalCStarKazhdanProjection.KazhdanData.projection	"the Kazhdan projection is the central projection e_L in C*_max(L) whose image in every unitary representation of L is the orthogonal projection onto the L-invariant vectors [AkemannWalter]"; existing declaration, current tex lines 441-444
lem:kazhdan-projection-order@LINE:446-452	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptLiteralMaximalCStarKazhdanProjectionOrder	lem:kazhdan-projection-order statement (already badge-verified whole lemma), current tex label line 447
lem:kazhdan-projection-order-proof-s1	open	-	lem:kazhdan-projection-order proof sentence, "Fix a faithful nondegenerate representation of B on a Hilbert space H, and let Fix pi(L) be the space of vectors fixed by pi(L)" (current tex lines 457-458); no existing decl found proving EXISTENCE of such a representation for a general unital C*-algebra B; per team-lead pointer, checking Analysis GNS material for a reusable existence lemma (in progress)
